Temperature,Humidity,Rainfall,Crop,Jenis_Tanah
22.217382,72.854628,106.621316,Maize,Lempung
20.58314,69.001286,66.293904,Maize,Alluvial
24.875028,68.742483,91.260567,Maize,Lempung
20.037282,56.356068,109.024141,Maize,Alluvial
25.952633,61.890822,99.579812,Maize,Lempung
19.288899,65.470508,71.319531,Maize,Alluvial
20.579819,65.345839,78.346045,Maize,Lempung
24.714175,56.734265,88.453619,Maize,Alluvial
20.273171,63.912819,62.503519,Maize,Lempung
18.41933,64.235803,76.413124,Maize,Alluvial
23.391282,61.744272,107.319814,Maize,Lempung
19.849394,61.245001,100.768925,Maize,Alluvial
21.869274,61.910449,107.268193,Maize,Lempung
22.805603,56.507689,101.595279,Maize,Alluvial
19.078147,69.022986,80.725159,Maize,Lempung
22.02721,65.355499,83.732801,Maize,Alluvial
23.805462,59.24538,89.962201,Maize,Lempung
18.525108,69.027623,88.102344,Maize,Alluvial
23.502979,61.320261,64.777914,Maize,Lempung
26.549864,72.891873,73.336361,Maize,Alluvial
19.295634,69.634812,83.210306,Maize,Lempung
20.688999,59.437534,103.651438,Maize,Alluvial
19.326661,68.034493,84.229692,Maize,Lempung
24.605322,73.588685,96.591953,Maize,Alluvial
22.273736,59.521932,67.967048,Maize,Lempung
25.701967,61.334504,83.207113,Maize,Alluvial
19.201294,68.30579,87.850924,Maize,Lempung
21.701814,60.474705,95.713885,Maize,Alluvial
20.517168,59.212355,67.610137,Maize,Lempung
23.303553,73.625484,97.590813,Maize,Alluvial
24.254745,55.647099,64.238455,Maize,Lempung
24.863749,65.742005,75.822705,Maize,Alluvial
22.626512,65.774729,88.17251,Maize,Lempung
18.041855,60.614943,104.232162,Maize,Alluvial
23.262376,72.331255,67.102251,Maize,Lempung
22.883309,71.597224,67.727773,Maize,Alluvial
25.974824,69.363857,103.223421,Maize,Lempung
26.14384,66.205699,107.236137,Maize,Alluvial
18.661162,61.553272,75.032477,Maize,Lempung
25.107874,55.977328,78.160777,Maize,Alluvial
23.338446,59.245806,105.008314,Maize,Lempung
25.082397,65.921958,62.491908,Maize,Alluvial
25.367684,72.520546,107.912411,Maize,Lempung
25.342171,63.31802,74.52082,Maize,Alluvial
25.009334,67.816568,62.913595,Maize,Lempung
18.667467,71.516474,69.932933,Maize,Alluvial
20.379997,63.7385,108.505442,Maize,Lempung
18.093002,72.610242,78.961595,Maize,Alluvial
26.169859,71.962466,79.849254,Maize,Lempung
18.653967,61.378797,93.620392,Maize,Alluvial
26.074701,59.371476,85.756924,Maize,Lempung
18.928519,72.800861,82.341629,Maize,Alluvial
23.305468,63.24648,108.7603,Maize,Lempung
18.748267,62.498785,70.234016,Maize,Alluvial
19.742133,59.662631,65.508614,Maize,Lempung
25.730444,70.747393,98.737713,Maize,Alluvial
17.024985,16.988612,88.551231,ChickPea,Alfisol
19.020613,17.131591,79.926981,ChickPea,Alfisol
17.887765,15.405897,68.549329,ChickPea,Alfisol
18.868056,15.658092,88.51049,ChickPea,Alfisol
18.369526,19.56381,79.263577,ChickPea,Alfisol
20.450786,15.403121,92.683737,ChickPea,Alfisol
20.65432,16.608208,74.663112,ChickPea,Alfisol
17.334868,18.74927,82.617347,ChickPea,Alfisol
18.179123,18.904269,81.849975,ChickPea,Alfisol
18.012723,18.309681,81.985688,ChickPea,Alfisol
20.993736,19.334704,93.552801,ChickPea,Alfisol
19.46234,15.22539,74.585651,ChickPea,Alfisol
19.813445,14.697653,78.965147,ChickPea,Alfisol
18.974248,19.516122,80.710875,ChickPea,Alfisol
18.19737,14.710705,70.181852,ChickPea,Alfisol
18.729631,19.181973,71.580102,ChickPea,Alfisol
20.995022,19.86013,73.50734,ChickPea,Alfisol
20.281559,16.395352,82.523397,ChickPea,Alfisol
17.480426,15.755941,66.969806,ChickPea,Alfisol
20.888187,14.323138,90.462283,ChickPea,Alfisol
17.084985,16.145658,71.310073,ChickPea,Alfisol
20.093406,15.112796,85.749049,ChickPea,Alfisol
17.572121,14.999275,89.310507,ChickPea,Alfisol
19.120652,18.434758,85.529502,ChickPea,Alfisol
18.576659,19.220082,72.949404,ChickPea,Alfisol
17.166064,14.424575,72.326675,ChickPea,Alfisol
18.287201,16.679216,74.874456,ChickPea,Alfisol
19.030253,18.667256,94.70992,ChickPea,Alfisol
17.141861,17.066243,83.746067,ChickPea,Alfisol
17.478094,17.93254,78.920602,ChickPea,Alfisol
20.566019,14.25804,83.759371,ChickPea,Alfisol
17.223852,15.820693,76.57581,ChickPea,Alfisol
19.691417,19.442254,91.760716,ChickPea,Alfisol
17.848517,19.091729,76.324707,ChickPea,Alfisol
18.820225,16.107479,89.731194,ChickPea,Alfisol
17.47501,16.543148,93.350343,ChickPea,Alfisol
18.726494,17.584064,81.201765,ChickPea,Alfisol
18.655801,16.177727,81.707693,ChickPea,Alfisol
18.235675,19.685385,83.748793,ChickPea,Alfisol
18.811981,15.216182,77.542942,ChickPea,Alfisol
18.650541,17.808524,77.927987,ChickPea,Alfisol
20.367204,16.895743,82.254558,ChickPea,Alfisol
18.381204,16.638052,70.520567,ChickPea,Alfisol
17.170126,17.304577,72.786242,ChickPea,Alfisol
19.371011,15.774581,85.248199,ChickPea,Alfisol
17.928459,14.27328,85.373788,ChickPea,Alfisol
19.453399,18.234907,75.631757,ChickPea,Alfisol
19.128294,14.922415,89.618578,ChickPea,Alfisol
19.103428,17.261845,75.491012,ChickPea,Alfisol
17.485041,16.960706,86.05078,ChickPea,Alfisol
19.407517,18.980305,80.250646,ChickPea,Alfisol
20.186494,19.6372,78.260396,ChickPea,Alfisol
17.302879,15.154059,75.577904,ChickPea,Alfisol
17.503611,15.480832,72.944667,ChickPea,Alfisol
18.17235,14.70086,90.776071,ChickPea,Alfisol
17.574456,16.718266,77.818914,ChickPea,Alfisol
20.931753,18.912954,78.069108,ChickPea,Alfisol
19.710983,17.638794,85.579254,ChickPea,Alfisol
19.079377,17.867549,69.406191,ChickPea,Alfisol
18.549886,16.025427,76.325652,ChickPea,Alfisol
18.199036,17.413332,80.64054,ChickPea,Alfisol
18.888525,14.994511,80.111338,ChickPea,Alfisol
18.493112,14.72115,91.945954,ChickPea,Alfisol
19.489743,17.172603,87.513128,ChickPea,Alfisol
17.257695,18.74944,94.002872,ChickPea,Alfisol
19.624163,18.714832,88.458569,ChickPea,Alfisol
20.675265,19.85389,84.78344,ChickPea,Alfisol
20.023815,16.632945,68.978065,ChickPea,Alfisol
20.118745,14.442283,88.681686,ChickPea,Alfisol
20.656918,15.845726,65.238111,ChickPea,Alfisol
19.258256,14.280419,65.78042,ChickPea,Alfisol
17.927806,15.856229,74.638728,ChickPea,Alfisol
19.162883,15.835007,82.697668,ChickPea,Alfisol
20.269423,19.969789,69.644492,ChickPea,Alfisol
17.091042,18.251421,87.274449,ChickPea,Alfisol
17.065793,17.540241,70.871506,ChickPea,Alfisol
20.627675,14.440089,92.066303,ChickPea,Alfisol
20.824845,17.850571,79.205092,ChickPea,Alfisol
19.462104,18.72832,68.814051,ChickPea,Alfisol
17.182484,16.428918,72.850173,ChickPea,Alfisol
17.489117,16.390554,79.457583,ChickPea,Alfisol
17.483954,14.760145,65.113656,ChickPea,Alfisol
19.483168,17.445346,80.498629,ChickPea,Alfisol
19.713597,18.096657,73.644765,ChickPea,Alfisol
19.486493,16.062401,81.528427,ChickPea,Alfisol
19.952648,14.826331,88.681031,ChickPea,Alfisol
19.417897,16.804722,68.495119,ChickPea,Alfisol
19.455918,18.022359,78.449106,ChickPea,Alfisol
20.191378,16.419983,77.337954,ChickPea,Alfisol
18.839291,14.740719,94.781896,ChickPea,Alfisol
20.712193,19.836433,94.036599,ChickPea,Alfisol
18.994244,15.936294,78.697072,ChickPea,Alfisol
19.968375,15.573244,69.157591,ChickPea,Alfisol
17.815645,17.607566,90.820976,ChickPea,Alfisol
20.714244,15.278241,76.778887,ChickPea,Alfisol
17.341502,18.756263,67.954544,ChickPea,Alfisol
17.437327,14.338474,73.09267,ChickPea,Alfisol
18.897802,19.761829,69.095125,ChickPea,Alfisol
18.591908,14.779596,89.609825,ChickPea,Alfisol
18.315615,15.361435,81.787105,ChickPea,Alfisol
17.136928,20.595417,128.256862,KidneyBeans,Podsolik
19.634743,18.907056,106.359818,KidneyBeans,Ultisol
22.913502,21.339531,109.225556,KidneyBeans,Podsolik
16.433403,24.240459,140.371782,KidneyBeans,Ultisol
22.139747,23.022511,76.641283,KidneyBeans,Podsolik
17.848066,18.77622,143.098417,KidneyBeans,Ultisol
19.88394,20.315641,60.919748,KidneyBeans,Podsolik
19.325096,23.333479,104.778395,KidneyBeans,Ultisol
18.4167,23.428299,132.980105,KidneyBeans,Podsolik
21.811676,23.205912,130.060809,KidneyBeans,Ultisol
19.727025,18.28173,143.763089,KidneyBeans,Podsolik
17.15433,19.870707,87.996697,KidneyBeans,Ultisol
19.622078,18.671709,144.156745,KidneyBeans,Podsolik
21.631491,21.179197,134.364995,KidneyBeans,Ultisol
16.065228,18.724797,88.066388,KidneyBeans,Podsolik
20.611622,24.363141,69.638339,KidneyBeans,Ultisol
21.424511,20.396597,116.520692,KidneyBeans,Podsolik
19.070962,21.210923,86.219176,KidneyBeans,Ultisol
21.188532,19.634386,137.194863,KidneyBeans,Podsolik
23.04291,22.42611,108.368432,KidneyBeans,Ultisol
20.653758,23.105386,67.717689,KidneyBeans,Podsolik
18.09551,18.293184,144.790232,KidneyBeans,Ultisol
18.237757,21.076433,69.449516,KidneyBeans,Podsolik
17.481897,18.825197,121.940137,KidneyBeans,Ultisol
19.919179,21.473242,82.685544,KidneyBeans,Podsolik
20.275147,23.23536,139.752154,KidneyBeans,Ultisol
15.773702,19.230316,108.344141,KidneyBeans,Podsolik
16.711706,19.176514,96.772858,KidneyBeans,Ultisol
17.661482,18.153028,100.671176,KidneyBeans,Podsolik
18.506928,23.616701,87.051329,KidneyBeans,Ultisol
24.513248,20.815276,64.194979,KidneyBeans,Podsolik
18.87615,24.540383,105.412051,KidneyBeans,Ultisol
21.59343,20.318712,61.13872,KidneyBeans,Podsolik
20.123733,24.452026,106.158201,KidneyBeans,Ultisol
15.435461,18.374779,139.030203,KidneyBeans,Podsolik
22.642369,21.593961,122.388602,KidneyBeans,Ultisol
21.985608,24.873048,129.56506,KidneyBeans,Podsolik
20.530527,18.09224,120.450929,KidneyBeans,Ultisol
15.786014,21.145441,95.170281,KidneyBeans,Podsolik
19.636535,19.687511,96.658889,KidneyBeans,Ultisol
20.573412,19.752022,87.878692,KidneyBeans,Podsolik
20.160805,24.842076,138.236212,KidneyBeans,Ultisol
21.539892,24.253862,120.691304,KidneyBeans,Podsolik
15.538348,23.755602,107.385059,KidneyBeans,Ultisol
19.918531,20.700998,108.643454,KidneyBeans,Podsolik
20.769522,18.931469,109.019371,KidneyBeans,Ultisol
23.461683,23.221976,95.842534,KidneyBeans,Podsolik
24.321166,21.027867,60.275525,KidneyBeans,Ultisol
20.125741,24.969699,100.049718,KidneyBeans,Podsolik
21.806196,18.570866,125.097269,KidneyBeans,Ultisol
19.522262,24.926072,113.334026,KidneyBeans,Podsolik
17.000676,19.907905,103.292641,KidneyBeans,Ultisol
16.787915,24.968818,75.45328,KidneyBeans,Podsolik
24.849062,22.894646,62.212922,KidneyBeans,Ultisol
16.517835,20.45556,98.777942,KidneyBeans,Podsolik
18.153002,19.386021,107.690796,KidneyBeans,Ultisol
23.188644,22.310455,63.382088,KidneyBeans,Podsolik
23.380026,21.988794,87.668987,KidneyBeans,Ultisol
18.358923,19.377034,138.414764,KidneyBeans,Podsolik
19.259754,20.51347,94.953353,KidneyBeans,Ultisol
22.954582,24.035531,107.731539,KidneyBeans,Podsolik
20.120043,22.898456,104.625215,KidneyBeans,Ultisol
21.140114,22.718236,141.605672,KidneyBeans,Podsolik
24.923601,18.225908,62.708917,KidneyBeans,Ultisol
15.330426,24.915067,135.331558,KidneyBeans,Podsolik
18.810973,21.27833,125.084915,KidneyBeans,Ultisol
23.442607,22.772559,107.413725,KidneyBeans,Podsolik
22.835202,18.972675,63.592767,KidneyBeans,Ultisol
24.903582,22.275127,146.472724,KidneyBeans,Podsolik
23.787096,24.356793,119.640441,KidneyBeans,Ultisol
22.055923,19.603793,126.726537,KidneyBeans,Podsolik
18.87493,20.182383,134.181172,KidneyBeans,Ultisol
18.623288,23.024103,135.337803,KidneyBeans,Podsolik
23.008847,18.86881,100.118612,KidneyBeans,Ultisol
19.331626,24.13995,68.512534,KidneyBeans,Podsolik
16.244692,21.357939,66.970533,KidneyBeans,Ultisol
17.916523,24.908147,69.14681,KidneyBeans,Podsolik
15.467893,21.437807,88.887961,KidneyBeans,Ultisol
17.061045,23.772015,81.834205,KidneyBeans,Podsolik
21.32776,18.485229,109.101326,KidneyBeans,Ultisol
23.909101,20.746193,81.602112,KidneyBeans,Podsolik
23.897568,22.74379,112.661644,KidneyBeans,Ultisol
22.986669,20.579406,143.858494,KidneyBeans,Podsolik
21.351357,22.912449,146.454865,KidneyBeans,Ultisol
24.163845,19.279078,116.732432,KidneyBeans,Podsolik
24.62835,18.183252,149.744103,KidneyBeans,Ultisol
21.022132,24.938963,124.611847,KidneyBeans,Podsolik
17.308445,20.017309,115.199245,KidneyBeans,Ultisol
23.825767,24.754851,84.641436,KidneyBeans,Podsolik
19.306073,23.963628,129.344933,KidneyBeans,Ultisol
16.037686,22.331959,130.39008,KidneyBeans,Podsolik
19.185728,20.833983,80.152934,KidneyBeans,Ultisol
19.928895,21.799921,64.026408,KidneyBeans,Podsolik
19.563765,24.673851,139.2921,KidneyBeans,Ultisol
18.313575,24.329916,76.141539,KidneyBeans,Podsolik
20.109938,23.223238,73.363865,KidneyBeans,Ultisol
23.605066,21.905396,100.597873,KidneyBeans,Podsolik
19.731369,24.894874,84.063541,KidneyBeans,Ultisol
20.934099,21.189301,133.191442,KidneyBeans,Podsolik
18.782263,20.247683,104.257072,KidneyBeans,Ultisol
36.512684,57.928872,122.653969,PigeonPeas,Podsolik
36.891637,62.731782,163.726655,PigeonPeas,Ultisol
29.235405,59.389676,103.33018,PigeonPeas,Podsolik
27.335349,43.35796,142.330368,PigeonPeas,Ultisol
21.064368,55.469859,184.622671,PigeonPeas,Podsolik
30.332766,42.352499,149.299952,PigeonPeas,Ultisol
31.801303,45.031862,147.036144,PigeonPeas,Podsolik
33.181842,38.231847,198.829881,PigeonPeas,Ultisol
29.385386,63.47742,90.054227,PigeonPeas,Podsolik
30.27375,67.386808,127.776713,PigeonPeas,Ultisol
35.457905,68.758105,108.633305,PigeonPeas,Podsolik
33.8002,40.032624,176.616589,PigeonPeas,Ultisol
28.691805,49.472254,96.362229,PigeonPeas,Podsolik
31.240217,56.673691,122.014673,PigeonPeas,Ultisol
28.980394,57.232652,120.743566,PigeonPeas,Podsolik
27.321989,34.137371,96.51524,PigeonPeas,Ultisol
21.476078,38.800237,180.382234,PigeonPeas,Podsolik
18.319104,34.697766,107.472161,PigeonPeas,Ultisol
36.977944,37.739929,161.481296,PigeonPeas,Podsolik
24.804676,40.124275,121.563912,PigeonPeas,Ultisol
19.347944,55.968055,194.592115,PigeonPeas,Podsolik
28.883021,50.123238,179.215587,PigeonPeas,Ultisol
19.543141,47.191883,192.437219,PigeonPeas,Podsolik
24.774195,50.546211,114.282139,PigeonPeas,Ultisol
18.331248,38.409755,139.648332,PigeonPeas,Podsolik
19.14729,45.373376,132.774822,PigeonPeas,Ultisol
28.234161,49.442135,186.500858,PigeonPeas,Podsolik
30.118121,34.133078,157.085823,PigeonPeas,Ultisol
33.412686,35.4291,139.670254,PigeonPeas,Podsolik
24.185532,46.687468,177.3378,PigeonPeas,Ultisol
26.886307,41.696179,94.46748,PigeonPeas,Podsolik
31.331708,57.974292,161.782023,PigeonPeas,Ultisol
33.307118,67.077808,108.509017,PigeonPeas,Podsolik
23.45379,46.487148,150.87122,PigeonPeas,Ultisol
34.538239,39.044689,168.594832,PigeonPeas,Podsolik
19.501122,34.510866,197.375265,PigeonPeas,Ultisol
28.767949,37.577921,91.720849,PigeonPeas,Podsolik
30.977587,32.249142,180.716828,PigeonPeas,Ultisol
18.397591,36.826393,93.123306,PigeonPeas,Podsolik
35.093574,30.986855,116.910691,PigeonPeas,Ultisol
34.931742,30.400468,159.264983,PigeonPeas,Podsolik
29.50523,35.720325,187.896185,PigeonPeas,Ultisol
34.519348,47.5298,129.006461,PigeonPeas,Podsolik
28.434307,52.100108,147.041482,PigeonPeas,Ultisol
18.416456,34.80541,163.274747,PigeonPeas,Podsolik
31.07509,47.198477,91.312564,PigeonPeas,Ultisol
20.893427,46.248565,195.569788,PigeonPeas,Podsolik
30.906078,52.79913,170.991983,PigeonPeas,Ultisol
27.934828,66.454571,145.37288,PigeonPeas,Podsolik
35.951766,36.527808,136.045675,PigeonPeas,Ultisol
19.543172,56.928314,173.168657,PigeonPeas,Podsolik
19.637362,32.315289,176.413409,PigeonPeas,Ultisol
31.219275,56.468689,129.202865,PigeonPeas,Podsolik
33.508764,45.709761,126.673812,PigeonPeas,Ultisol
24.807102,45.0111,188.492864,PigeonPeas,Podsolik
36.209705,31.945506,191.065853,PigeonPeas,Ultisol
30.504209,35.48886,162.592772,PigeonPeas,Podsolik
26.016303,49.947047,160.333745,PigeonPeas,Ultisol
31.484693,35.639562,100.546816,PigeonPeas,Podsolik
33.151226,32.459745,105.038028,PigeonPeas,Ultisol
23.502228,51.290195,192.302399,PigeonPeas,Podsolik
34.872487,38.83786,148.250279,PigeonPeas,Ultisol
28.09269,44.93322,197.114401,PigeonPeas,Podsolik
24.547578,57.341449,118.360656,PigeonPeas,Ultisol
33.647696,48.414901,100.467328,PigeonPeas,Podsolik
20.559126,60.548807,191.089511,PigeonPeas,Ultisol
19.959917,59.331578,195.787103,PigeonPeas,Podsolik
28.876676,62.490121,182.268818,PigeonPeas,Ultisol
36.043537,43.614441,159.893865,PigeonPeas,Podsolik
23.673433,47.287969,141.125072,PigeonPeas,Ultisol
25.746794,40.719259,100.779163,PigeonPeas,Podsolik
31.08565,66.68833,175.930327,PigeonPeas,Ultisol
18.729877,61.331862,139.871004,PigeonPeas,Podsolik
29.503048,63.465134,189.520892,PigeonPeas,Ultisol
20.435178,39.372526,137.227966,PigeonPeas,Podsolik
36.004158,56.013344,134.859647,PigeonPeas,Ultisol
31.468462,35.39454,174.5724,PigeonPeas,Podsolik
36.300497,56.030213,101.607399,PigeonPeas,Ultisol
29.490967,67.106044,153.250451,PigeonPeas,Podsolik
30.575304,34.755912,177.57643,PigeonPeas,Ultisol
24.694877,59.966692,91.957924,PigeonPeas,Podsolik
23.174096,36.678471,162.593126,PigeonPeas,Ultisol
19.043805,33.106951,155.370562,PigeonPeas,Podsolik
29.323796,45.932484,165.411337,PigeonPeas,Ultisol
34.645541,54.323425,180.901,PigeonPeas,Podsolik
21.998983,56.310068,136.827431,PigeonPeas,Ultisol
22.997744,60.242186,159.689339,PigeonPeas,Podsolik
30.559924,35.290065,178.899861,PigeonPeas,Ultisol
31.464179,48.176315,165.405354,PigeonPeas,Podsolik
25.950586,40.582273,109.182118,PigeonPeas,Ultisol
21.011424,69.691413,185.203911,PigeonPeas,Podsolik
19.251001,47.703518,149.063196,PigeonPeas,Ultisol
19.244628,50.544953,180.646528,PigeonPeas,Podsolik
22.472532,62.565325,96.74707,PigeonPeas,Ultisol
36.750875,58.257991,124.602815,PigeonPeas,Podsolik
29.892866,66.353751,198.1403,PigeonPeas,Ultisol
29.377356,44.822946,172.40168,PigeonPeas,Podsolik
29.650529,42.898332,186.922605,PigeonPeas,Ultisol
19.542849,66.347773,173.110698,PigeonPeas,Podsolik
20.046118,48.939056,122.45642,PigeonPeas,Ultisol
27.910952,64.709306,32.678919,MothBeans,Entisol
27.322206,51.278688,36.503791,MothBeans,Entisol
28.660242,59.318912,36.926297,MothBeans,Entisol
29.029553,61.093875,72.980166,MothBeans,Entisol
27.780315,54.6503,32.050253,MothBeans,Entisol
31.999286,54.107746,71.62667,MothBeans,Entisol
27.335809,55.277559,73.447753,MothBeans,Entisol
28.929526,53.570147,66.356341,MothBeans,Entisol
27.654722,58.599863,36.94255,MothBeans,Entisol
28.523967,55.772644,61.329356,MothBeans,Entisol
31.022159,45.892395,53.567833,MothBeans,Entisol
25.740953,45.384971,67.434882,MothBeans,Entisol
31.704475,56.854201,44.943174,MothBeans,Entisol
24.478765,58.516639,34.969333,MothBeans,Entisol
31.465113,51.799394,74.443307,MothBeans,Entisol
25.609734,50.733007,53.392495,MothBeans,Entisol
30.302605,47.182836,68.040398,MothBeans,Entisol
28.174894,43.66723,45.781728,MothBeans,Entisol
